Indicator Name,Region,Country Code,Country,Year,Sex,Age,Location,Occupation,Value,LowerBound,UpperBound,Unit,NatureData,OriginData,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Sub-Saharan Africa,768,Togo,2017,Male,15 years old and over,-,-,53.05,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Sub-Saharan Africa,768,Togo,2017,Both sexes,15 years old and over,-,-,45.29,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Sub-Saharan Africa,800,Uganda,2011,Female,15 years old and over,-,-,15.06,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Sub-Saharan Africa,800,Uganda,2011,Male,15 years old and over,-,-,25.78,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Sub-Saharan Africa,800,Uganda,2011,Both sexes,15 years old and over,-,-,20.46,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Sub-Saharan Africa,800,Uganda,2014,Female,15 years old and over,-,-,36.63,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Sub-Saharan Africa,800,Uganda,2014,Male,15 years old and over,-,-,52.36,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Sub-Saharan Africa,800,Uganda,2014,Both sexes,15 years old and over,-,-,44.45,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Sub-Saharan Africa,800,Uganda,2017,Female,15 years old and over,-,-,52.71,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Sub-Saharan Africa,800,Uganda,2017,Male,15 years old and over,-,-,66.08,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Sub-Saharan Africa,800,Uganda,2017,Both sexes,15 years old and over,-,-,59.2,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Sub-Saharan Africa,834,United Republic of Tanzania,2011,Female,15 years old and over,-,-,13.82,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Sub-Saharan Africa,834,United Republic of Tanzania,2011,Male,15 years old and over,-,-,20.79,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Sub-Saharan Africa,834,United Republic of Tanzania,2011,Both sexes,15 years old and over,-,-,17.26,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Sub-Saharan Africa,834,United Republic of Tanzania,2014,Female,15 years old and over,-,-,34.33,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Sub-Saharan Africa,834,United Republic of Tanzania,2014,Male,15 years old and over,-,-,45.45,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Sub-Saharan Africa,834,United Republic of Tanzania,2014,Both sexes,15 years old and over,-,-,39.78,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Sub-Saharan Africa,834,United Republic of Tanzania,2017,Female,15 years old and over,-,-,42.15,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Sub-Saharan Africa,834,United Republic of Tanzania,2017,Male,15 years old and over,-,-,51.55,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Sub-Saharan Africa,834,United Republic of Tanzania,2017,Both sexes,15 years old and over,-,-,46.75,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Sub-Saharan Africa,854,Burkina Faso,2011,Female,15 years old and over,-,-,10.81,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Sub-Saharan Africa,854,Burkina Faso,2011,Male,15 years old and over,-,-,15.7,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Sub-Saharan Africa,854,Burkina Faso,2011,Both sexes,15 years old and over,-,-,13.35,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Sub-Saharan Africa,854,Burkina Faso,2014,Female,15 years old and over,-,-,12.65,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Sub-Saharan Africa,854,Burkina Faso,2014,Male,15 years old and over,-,-,16.08,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Sub-Saharan Africa,854,Burkina Faso,2014,Both sexes,15 years old and over,-,-,14.36,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Sub-Saharan Africa,854,Burkina Faso,2017,Female,15 years old and over,-,-,34.5,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Sub-Saharan Africa,854,Burkina Faso,2017,Male,15 years old and over,-,-,51.28,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Sub-Saharan Africa,854,Burkina Faso,2017,Both sexes,15 years old and over,-,-,43.16,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Sub-Saharan Africa,894,Zambia,2011,Female,15 years old and over,-,-,23.34,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Sub-Saharan Africa,894,Zambia,2011,Male,15 years old and over,-,-,19.39,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Sub-Saharan Africa,894,Zambia,2011,Both sexes,15 years old and over,-,-,21.36,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Sub-Saharan Africa,894,Zambia,2014,Female,15 years old and over,-,-,33.25,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Sub-Saharan Africa,894,Zambia,2014,Male,15 years old and over,-,-,38.14,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Sub-Saharan Africa,894,Zambia,2014,Both sexes,15 years old and over,-,-,35.64,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Sub-Saharan Africa,894,Zambia,2017,Female,15 years old and over,-,-,40.28,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Sub-Saharan Africa,894,Zambia,2017,Male,15 years old and over,-,-,51.68,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Sub-Saharan Africa,894,Zambia,2017,Both sexes,15 years old and over,-,-,45.86,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,32,Argentina,2011,Female,15 years old and over,-,-,31.82,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,32,Argentina,2011,Male,15 years old and over,-,-,34.61,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,32,Argentina,2011,Both sexes,15 years old and over,-,-,33.13,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,32,Argentina,2014,Female,15 years old and over,-,-,50.85,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,32,Argentina,2014,Male,15 years old and over,-,-,49.46,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,32,Argentina,2014,Both sexes,15 years old and over,-,-,50.2,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,32,Argentina,2017,Female,15 years old and over,-,-,50.76,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,32,Argentina,2017,Male,15 years old and over,-,-,46.47,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,32,Argentina,2017,Both sexes,15 years old and over,-,-,48.71,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,68,Bolivia (Plurinational State of),2011,Female,15 years old and over,-,-,25.11,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,68,Bolivia (Plurinational State of),2011,Male,15 years old and over,-,-,31.12,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,68,Bolivia (Plurinational State of),2011,Both sexes,15 years old and over,-,-,28.03,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,68,Bolivia (Plurinational State of),2014,Female,15 years old and over,-,-,38.04,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,68,Bolivia (Plurinational State of),2014,Male,15 years old and over,-,-,45.76,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,68,Bolivia (Plurinational State of),2014,Both sexes,15 years old and over,-,-,41.8,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,68,Bolivia (Plurinational State of),2017,Female,15 years old and over,-,-,53.85,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,68,Bolivia (Plurinational State of),2017,Male,15 years old and over,-,-,54.98,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,68,Bolivia (Plurinational State of),2017,Both sexes,15 years old and over,-,-,54.41,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,76,Brazil,2011,Female,15 years old and over,-,-,51.02,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,76,Brazil,2011,Male,15 years old and over,-,-,61.1,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,76,Brazil,2011,Both sexes,15 years old and over,-,-,55.86,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,76,Brazil,2014,Female,15 years old and over,-,-,64.77,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,76,Brazil,2014,Male,15 years old and over,-,-,71.69,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,76,Brazil,2014,Both sexes,15 years old and over,-,-,68.12,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,76,Brazil,2017,Female,15 years old and over,-,-,67.51,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,76,Brazil,2017,Male,15 years old and over,-,-,72.85,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,76,Brazil,2017,Both sexes,15 years old and over,-,-,70.04,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,84,Belize,2014,Female,15 years old and over,-,-,52.28,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,84,Belize,2014,Male,15 years old and over,-,-,44.09,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,84,Belize,2014,Both sexes,15 years old and over,-,-,48.21,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,152,Chile,2011,Female,15 years old and over,-,-,40.97,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,152,Chile,2011,Male,15 years old and over,-,-,43.44,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,152,Chile,2011,Both sexes,15 years old and over,-,-,42.18,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,152,Chile,2014,Female,15 years old and over,-,-,59.16,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,152,Chile,2014,Male,15 years old and over,-,-,67.82,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,152,Chile,2014,Both sexes,15 years old and over,-,-,63.26,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,152,Chile,2017,Female,15 years old and over,-,-,71.27,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,152,Chile,2017,Male,15 years old and over,-,-,77.75,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,152,Chile,2017,Both sexes,15 years old and over,-,-,74.35,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,170,Colombia,2011,Female,15 years old and over,-,-,25.35,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,170,Colombia,2011,Male,15 years old and over,-,-,35.94,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,170,Colombia,2011,Both sexes,15 years old and over,-,-,30.43,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,170,Colombia,2014,Female,15 years old and over,-,-,33.95,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,170,Colombia,2014,Male,15 years old and over,-,-,44.42,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,170,Colombia,2014,Both sexes,15 years old and over,-,-,39,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,170,Colombia,2017,Female,15 years old and over,-,-,42.47,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,170,Colombia,2017,Male,15 years old and over,-,-,49.45,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,170,Colombia,2017,Both sexes,15 years old and over,-,-,45.76,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,188,Costa Rica,2011,Female,15 years old and over,-,-,40.66,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,188,Costa Rica,2011,Male,15 years old and over,-,-,60.2,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,188,Costa Rica,2011,Both sexes,15 years old and over,-,-,50.36,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,188,Costa Rica,2014,Female,15 years old and over,-,-,60.24,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,188,Costa Rica,2014,Male,15 years old and over,-,-,69.22,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,188,Costa Rica,2014,Both sexes,15 years old and over,-,-,64.55,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,188,Costa Rica,2017,Female,15 years old and over,-,-,60.88,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,188,Costa Rica,2017,Male,15 years old and over,-,-,75.46,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,188,Costa Rica,2017,Both sexes,15 years old and over,-,-,67.84,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,214,Dominican Republic,2011,Female,15 years old and over,-,-,37.38,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,214,Dominican Republic,2011,Male,15 years old and over,-,-,39.18,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,214,Dominican Republic,2011,Both sexes,15 years old and over,-,-,38.2,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,214,Dominican Republic,2014,Female,15 years old and over,-,-,55.95,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,214,Dominican Republic,2014,Male,15 years old and over,-,-,52.19,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,214,Dominican Republic,2014,Both sexes,15 years old and over,-,-,54.09,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,214,Dominican Republic,2017,Female,15 years old and over,-,-,54.14,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,214,Dominican Republic,2017,Male,15 years old and over,-,-,58.36,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,214,Dominican Republic,2017,Both sexes,15 years old and over,-,-,56.24,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,218,Ecuador,2011,Female,15 years old and over,-,-,33.16,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,218,Ecuador,2011,Male,15 years old and over,-,-,40.46,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,218,Ecuador,2011,Both sexes,15 years old and over,-,-,36.74,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,218,Ecuador,2014,Female,15 years old and over,-,-,40.82,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,218,Ecuador,2014,Male,15 years old and over,-,-,51.87,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,218,Ecuador,2014,Both sexes,15 years old and over,-,-,46.21,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,218,Ecuador,2017,Female,15 years old and over,-,-,42.61,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,218,Ecuador,2017,Male,15 years old and over,-,-,60.24,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,218,Ecuador,2017,Both sexes,15 years old and over,-,-,51.25,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,222,El Salvador,2011,Female,15 years old and over,-,-,10.13,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,222,El Salvador,2011,Male,15 years old and over,-,-,17.62,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,222,El Salvador,2011,Both sexes,15 years old and over,-,-,13.76,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,222,El Salvador,2014,Female,15 years old and over,-,-,31.91,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Latin America and the Caribbean,222,El Salvador,2014,Male,15 years old and over,-,-,41.87,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
