Indicator Name,Region,Country Code,Country,Year,Sex,Value,LowerBound,UpperBound,NatureData,OriginData,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,270,Gambia,2010,not applicable,1.03,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,270,Gambia,1996,not applicable,0.78,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:16,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,270,Gambia,1998,not applicable,0.83,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:16,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,270,Gambia,2001,not applicable,0.91,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:16,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,270,Gambia,2004,not applicable,1.01,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,270,Gambia,2006,not applicable,1.05,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,270,Gambia,1995,not applicable,0.75,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:15,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,270,Gambia,2011,not applicable,1.04,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,270,Gambia,1997,not applicable,0.8,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:16,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,270,Gambia,2012,not applicable,1.05,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,270,Gambia,2013,not applicable,1.04,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,270,Gambia,2015,not applicable,1.07,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,270,Gambia,2014,not applicable,1.06,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,270,Gambia,2016,not applicable,1.08,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:18,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,270,Gambia,2017,not applicable,1.08,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:18,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,288,Ghana,1999,not applicable,0.92,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:16,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,288,Ghana,2003,not applicable,0.95,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:16,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,288,Ghana,2008,not applicable,0.98,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,288,Ghana,2000,not applicable,0.93,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:16,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,288,Ghana,2005,not applicable,0.96,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,288,Ghana,2007,not applicable,0.98,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,288,Ghana,2009,not applicable,0.98,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,288,Ghana,2001,not applicable,0.94,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:16,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,288,Ghana,2004,not applicable,0.94,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,288,Ghana,2006,not applicable,0.98,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,288,Ghana,1995,not applicable,0.9,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:15,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,288,Ghana,2011,not applicable,0.99,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,288,Ghana,2002,not applicable,0.94,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:16,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,288,Ghana,2012,not applicable,1,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,288,Ghana,2013,not applicable,1,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,288,Ghana,2015,not applicable,1,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,288,Ghana,2014,not applicable,1,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,288,Ghana,2016,not applicable,1.02,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:18,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,288,Ghana,2017,not applicable,1.01,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:18,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,324,Guinea,1999,not applicable,0.62,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:16,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,324,Guinea,2003,not applicable,0.76,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:16,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,324,Guinea,2008,not applicable,0.84,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,324,Guinea,2000,not applicable,0.67,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:16,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,324,Guinea,2005,not applicable,0.8,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,324,Guinea,2007,not applicable,0.84,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,324,Guinea,2009,not applicable,0.84,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,324,Guinea,2010,not applicable,0.82,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,324,Guinea,1996,not applicable,0.53,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:16,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,324,Guinea,1998,not applicable,0.59,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:16,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,324,Guinea,2001,not applicable,0.7,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:16,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,324,Guinea,2004,not applicable,0.78,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,324,Guinea,2006,not applicable,0.83,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,324,Guinea,1995,not applicable,0.51,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:15,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,324,Guinea,2011,not applicable,0.85,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,324,Guinea,1997,not applicable,0.56,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:16,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,324,Guinea,2002,not applicable,0.73,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:16,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,324,Guinea,2012,not applicable,0.84,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,324,Guinea,2013,not applicable,0.84,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,324,Guinea,2014,not applicable,0.85,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,384,Côte d'Ivoire,1999,not applicable,0.75,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:16,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,384,Côte d'Ivoire,2003,not applicable,0.8,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:16,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,384,Côte d'Ivoire,2008,not applicable,0.8,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,384,Côte d'Ivoire,2000,not applicable,0.75,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:16,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,384,Côte d'Ivoire,2007,not applicable,0.8,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,384,Côte d'Ivoire,2009,not applicable,0.82,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,384,Côte d'Ivoire,1996,not applicable,0.73,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:16,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,384,Côte d'Ivoire,1998,not applicable,0.75,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:16,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,384,Côte d'Ivoire,2001,not applicable,0.77,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:16,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,384,Côte d'Ivoire,2006,not applicable,0.8,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,384,Côte d'Ivoire,1995,not applicable,0.73,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:15,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,384,Côte d'Ivoire,2011,not applicable,0.84,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,384,Côte d'Ivoire,1997,not applicable,0.74,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:16,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,384,Côte d'Ivoire,2002,not applicable,0.74,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:16,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,384,Côte d'Ivoire,2012,not applicable,0.85,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,384,Côte d'Ivoire,2013,not applicable,0.86,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,384,Côte d'Ivoire,2015,not applicable,0.88,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,384,Côte d'Ivoire,2014,not applicable,0.87,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,384,Côte d'Ivoire,2016,not applicable,0.89,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:18,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,404,Kenya,1999,not applicable,0.97,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:16,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,404,Kenya,2003,not applicable,0.95,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:16,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,404,Kenya,2008,not applicable,0.98,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,404,Kenya,2000,not applicable,0.99,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:16,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,404,Kenya,2005,not applicable,0.96,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,404,Kenya,2007,not applicable,0.99,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,404,Kenya,2009,not applicable,0.98,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,404,Kenya,1998,not applicable,0.98,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:16,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,404,Kenya,2001,not applicable,0.98,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:16,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,404,Kenya,2004,not applicable,0.94,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,404,Kenya,2006,not applicable,0.97,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,404,Kenya,1995,not applicable,0.98,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:15,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,404,Kenya,2002,not applicable,0.95,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:16,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,404,Kenya,2012,not applicable,1.01,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,404,Kenya,2015,not applicable,1,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,404,Kenya,2014,not applicable,1.01,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,404,Kenya,2016,not applicable,1,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:18,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,426,Lesotho,1999,not applicable,1.09,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:16,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,426,Lesotho,2003,not applicable,1.01,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:16,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,426,Lesotho,2008,not applicable,0.99,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,426,Lesotho,2000,not applicable,1.04,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:16,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,426,Lesotho,2005,not applicable,1,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,426,Lesotho,2007,not applicable,0.99,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,426,Lesotho,2009,not applicable,1,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,426,Lesotho,2010,not applicable,0.97,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,426,Lesotho,1996,not applicable,1.13,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:16,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,426,Lesotho,1998,not applicable,1.1,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:16,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,426,Lesotho,2001,not applicable,1.02,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:16,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,426,Lesotho,2004,not applicable,1,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,426,Lesotho,2006,not applicable,1,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,426,Lesotho,1995,not applicable,1.14,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:15,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,426,Lesotho,2011,not applicable,0.97,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,426,Lesotho,1997,not applicable,1.11,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:16,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,426,Lesotho,2002,not applicable,1.02,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:16,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,426,Lesotho,2012,not applicable,0.97,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,426,Lesotho,2013,not applicable,0.98,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,426,Lesotho,2015,not applicable,0.97,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,426,Lesotho,2014,not applicable,0.97,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,426,Lesotho,2016,not applicable,0.97,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:18,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,430,Liberia,1999,not applicable,0.75,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:16,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,430,Liberia,2008,not applicable,0.91,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,430,Liberia,2000,not applicable,0.74,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:16,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,430,Liberia,2009,not applicable,0.9,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,430,Liberia,1998,not applicable,0.65,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:16,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,430,Liberia,2006,not applicable,0.92,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,430,Liberia,2011,not applicable,0.92,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,430,Liberia,2015,not applicable,0.9,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,430,Liberia,2014,not applicable,0.92,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,450,Madagascar,1999,not applicable,0.97,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:16,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,450,Madagascar,2003,not applicable,0.96,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:16,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,450,Madagascar,2008,not applicable,0.97,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,450,Madagascar,2000,not applicable,0.96,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:16,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,450,Madagascar,2005,not applicable,0.96,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,450,Madagascar,2007,not applicable,0.97,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,450,Madagascar,2009,not applicable,0.98,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,450,Madagascar,2010,not applicable,0.98,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:17,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,450,Madagascar,1996,not applicable,0.96,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:16,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,450,Madagascar,1998,not applicable,0.96,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:16,0,0,0,0,-,0
Gender parity index of the gross enrolment ratios in primary education,Sub-Saharan Africa,450,Madagascar,2001,not applicable,0.96,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:26:16,0,0,0,0,-,0
